t,error_bar_height
14.01424716,4.604142441
15.01858392,6.032322142
16.02292068,7.460501843
16.9968631,8.189333909
18.0002375,9.363180704
19.00493515,10.88673524
20.0095125,12.37849817
21.0130072,13.58413658
21.98959609,15.01238414
22.99513579,16.75847997
24.0279422,18.3773415
25.03263984,19.90089604
26.03360837,20.43891057
27.03349424,20.69080057
